ean,brand,title_alt,title_neu,final,len_alt,len_neu,ok
4066529027887,Kärcher,Kärcher WD 4 S V-20/5/22 - Staubsauger - Kanister,Kärcher WD 4 NEU,Kärcher WD 4 S V-20/5/22 - Staubsauger - Kanister,49,16,NEIN
4066529027894,Kärcher,Kärcher WD 4 P V-20/5/22 - Staubsauger - Kanister,Kärcher WD 4 NEU,Kärcher WD 4 P V-20/5/22 - Staubsauger - Kanister,49,16,NEIN
4054278661872,Kärcher,Kärcher WD 5 V-25/5/22 - Staubsauger - Kanister,Kärcher WD 5 NEU,Kärcher WD 5 V-25/5/22 - Staubsauger - Kanister,47,16,NEIN
4054278975375,Kärcher,"Kärcher VC 4, 2-in-1-Stabstaubsauger, Beutellos, Schwarz, Gelb, Rechteckig, Trocken, HEPA",Kärcher VC 4 NEU,"Kärcher VC 4, 2-in-1-Stabstaubsauger, Beutellos, Schwarz, Gelb, Rechteckig, Trocken, HEPA",89,16,NEIN
4054278975399,Kärcher,"Kärcher VC 6, 2-in-1-Stabstaubsauger, Beutellos, Schwarz, Gelb, Rechteckig, Trocken, HEPA",Kärcher VC 6 NEU,"Kärcher VC 6, 2-in-1-Stabstaubsauger, Beutellos, Schwarz, Gelb, Rechteckig, Trocken, HEPA",89,16,NEIN
4054278999159,Kärcher,"Kärcher SC 1 Multi & Up, Tragbarer Dampfreiniger, 0,2 l, Schwarz, Gelb, 5 m, 1300 W, 220-240 V",Kärcher SC 1 5m 1300W NEU,"Kärcher SC 1 Multi & Up, Tragbarer Dampfreiniger, 0,2 l, Schwarz, Gelb, 5 m, 1300 W, 220-240 V",94,25,NEIN
4582563857889,Kioxia,SSD M.2 (2280) Kioxia Exceria Plus G3 NVMe 2TB,Kioxia M.2 NVMe SSD 2TB NEU,SSD M.2 (2280) Kioxia Exceria Plus G3 NVMe 2TB,46,27,NEIN
5099206041271,Logitech,Logitech Mouse B100 Optical Corded Black OEM,Logitech B100 Maus NEU,Logitech Mouse B100 Optical Corded Black OEM,44,22,NEIN
5099206008441,Logitech,Logitech Headset 960 Wired,Logitech Headset 960 Wired NEU,Logitech Headset 960 Wired NEU,26,30,JA
5099206073173,Logitech,Logitech Desktop MK330 Wireless Black,Logitech MK330 kabellos NEU,Logitech Desktop MK330 Wireless Black,37,27,NEIN
5099206081901,Logitech,Logitech Mouse MX Vertical Wireless Grey,Logitech MX Maus kabellos NEU,Logitech MX V Maus kabellos NEU,40,29,NEIN
5099206027275,Logitech,Logitech Mouse M185 Wireless Swift Grey,Logitech M185 Maus kabellos NEU,Logitech M185 Maus kabellos NEU,39,31,JA
5099206065062,Logitech,Logitech Mouse B170 Optical Wireless Black,Logitech B170 Maus kabellos NEU,Logitech B170 Maus kabellos NEU,42,31,JA
5099206033139,Logitech,Logitech Keyboard K270 Wireless Black/White,Logitech K270 Tastatur kabellos NEU,Logitech K270 Tastatur kabellos NEU,43,35,JA
5099206085855,Logitech,Logitech Keyboard ERGO K860 Wireless Black,Logitech ERGO K860 Tastatur kabellos NEU,Logitech ERGO K860 Tastatur kabellos NEU,42,40,JA
5099206053304,Logitech,Logitech Headset H570e Wired / Type Binaural,Logitech H570 Headset NEU,Logitech Headset H570e Wired / Type Binaural,44,25,NEIN
5099206086449,Logitech,Logitech Desktop MK470 Slim Wireless Combo Black,Logitech MK470 kabellos NEU,Logitech Desktop MK470 Slim Wireless Combo Black,48,27,NEIN
5099206041196,Logitech,Logitech Headset H650e Stereo Wired,Logitech H650 Headset NEU,Logitech Headset H650e Stereo Wired,35,25,NEIN
0097855143143,Logitech,Logitech ConferenceCam Rally Mic Pod Hub microphone Interface adapter,Logitech Adapter NEU,Logitech ConferenceCam Rally Mic Pod Hub microphone Interface adapter,69,20,NEIN
0097855131171,Logitech,Logitech ConferenceCam MeetUp Expansion Microphone,Logitech Mikrofon NEU,Logitech ConferenceCam MeetUp Expansion Microphone,50,21,NEIN
0097855163769,Logitech,Logitech Tap - Control Station,Logitech NEU,Logitech Tap - Control Station,30,12,NEIN
0097855153197,Logitech,Logitech Rally Mic Pod Mount,Logitech Rally Mic Pod Mount Mikrofon NEU,Logitech Rally Mic Pod Mount Mikrofon NEU,28,41,JA
5099206104914,Logitech,Logitech Brio 500 Webcam Black,Logitech Webcam NEU,Logitech Brio 500 Webcam Black,30,19,NEIN
5099206097223,Logitech,Logitech Mouse Signature M650 Graphite,Logitech M650 Maus NEU,Logitech Mouse Signature M650 Graphite,38,22,NEIN
5099206089327,Logitech,Logitech ConferenceCam Rally Bar - Graphite,Logitech NEU,Logitech ConferenceCam Rally Bar - Graphite,43,12,NEIN
5099206090347,Logitech,Logitech Zone Wired MS-Teams Headseat,Logitech NEU,Logitech Zone Wired MS-Teams Headseat,37,12,NEIN
5099206105508,Logitech,Logitech Signature K650 Keyboard Black,Logitech K650 Tastatur NEU,Logitech Signature K650 Keyboard Black,38,26,NEIN
5099206093089,Logitech,Logitech Rally Bar Mini - Webcam,Logitech Rally Bar Webcam NEU,Logitech Rally Bar Mini - Webcam,32,29,NEIN
0097855147097,Logitech,Logitech Strong USB Kabel 10M,Logitech Strong USB Kabel 10M USB-C NEU,Logitech Strong USB Kabel 10M USB-C NEU,29,39,JA
5099206107427,Logitech,Logitech Slim Folio Keyboard black,Logitech Tastatur NEU,Logitech Slim Folio Keyboard black,34,21,NEIN
5099206121942,Logitech,Logitech Combo Touch Keyboard for iPad Air 11,Logitech Tastatur NEU,Logitech Combo Touch Keyboard for iPad Air 11,45,21,NEIN
5099206113053,Logitech,Logitech Combo Slim Wireless MK370 Keyboard Graphite,Logitech MK370 Tastatur kabellos NEU,Logitech MK370 Tastatur kabellos NEU,52,36,JA
5099206127098,Logitech,Logitech Ultimate Ears MINIROLL majestätisches blau,Logitech MINIROLL NEU,Logitech Ultimate Ears MINIROLL majestätisches blau,51,21,NEIN
5099206127104,Logitech,Logitech Ultimate Ears MINIROLL Revive Grey,Logitech MINIROLL NEU,Logitech Ultimate Ears MINIROLL Revive Grey,43,21,NEIN
5099206123113,Logitech,Logitech Combo Touch Keyboard for iPad Pro11,Logitech Tastatur NEU,Logitech Combo Touch Keyboard for iPad Pro11,44,21,NEIN
5099206106710,Logitech,Logitech Combo Touch Keyboard for iPad 10.9,Logitech Tastatur NEU,Logitech Combo Touch Keyboard for iPad 10.9,43,21,NEIN
5099206066878,Logitech,Logitech Desktop MK850 Performance - Tastatur-und-Maus-Set - US-Layout,Logitech MK850 Maus NEU,Logitech Desktop MK850 Performance - Tastatur-und-Maus-Set - US-Layout,70,23,NEIN
5099206123069,Logitech,"Logitech Bluetooth Combo Touch iPad Pro 13"" M4",Logitech M4 Bluetooth NEU,"Logitech Bluetooth Combo Touch iPad Pro 13"" M4",46,25,NEIN
4582563858398,Kioxia,Kioxia microSD Exceria Plus 64GB,Kioxia SD Speicherkarte 64GB NEU,Kioxia SD Speicherkarte 64GB NEU,32,32,JA
4582761160507,Kioxia,Kioxia microSD Exceria Plus 128GB,Kioxia SD Speicherkarte 128GB NEU,Kioxia SD Speicherkarte 128GB NEU,33,33,JA
4582563857209,Kioxia,Kioxia Exceria G2 SD Card 512GB,Kioxia G2 SD Speicherkarte 512GB NEU,Kioxia G2 SD Speicherkarte 512GB NEU,31,36,JA
4582761160170,Kioxia,Kioxia Exceria Plus G2 SD Card 64GB,Kioxia G2 SD Speicherkarte 64GB NEU,Kioxia G2 SD Speicherkarte 64GB NEU,35,35,JA
4582761160194,Kioxia,Kioxia Exceria Plus G2 SD Card 256GB,Kioxia G2 SD Speicherkarte 256GB NEU,Kioxia G2 SD Speicherkarte 256GB NEU,36,36,JA
4582563855472,Kioxia,Kioxia TransMemory U301 64GB black USB 3.0,Kioxia U301 64GB USB 3.0 NEU,Kioxia TransMemory U301 64GB black USB 3.0,42,28,NEIN
0810010078278,Ubiquiti,UbiQuiti WiFi 6 Mesh Access Point,Ubiquiti WiFi 6 Mesh WLAN Access Point Wi-Fi NEU,Ubiquiti WiFi 6 Mesh WLAN Access Point Wi-Fi NEU,33,48,JA
0817882028554,Ubiquiti,UbiQuiti UniFi USW-24-POE Switch,Ubiquiti USW-24-POE Netzwerk Switch PoE NEU,Ubiquiti USW-24-POE Netzwerk Switch PoE NEU,32,43,JA
0810010072146,Ubiquiti,UbiQuiti UniFi USW-48-POE Switch,Ubiquiti USW-48-POE Netzwerk Switch PoE NEU,Ubiquiti USW-48-POE Netzwerk Switch PoE NEU,32,43,JA
0817882027649,Ubiquiti,UbiQuiti UniFi USW-Pro-24-POE Switch,Ubiquiti USW-P Netzwerk Switch PoE NEU,Ubiquiti USW-P Netzwerk Switch PoE NEU,36,38,JA
0817882027656,Ubiquiti,UbiQuiti UniFi USW-PRO-48-POE Switch,Ubiquiti USW-PRO-48-POE Netzwerk Switch PoE NEU,Ubiquiti USW-PRO-48-POE Netzwerk Switch PoE NEU,36,47,JA
0810010077769,Ubiquiti,UbiQuiti UniFi Dream Machine Special Edition,Ubiquiti NEU,UbiQuiti UniFi Dream Machine Special Edition,44,12,NEIN
0817882027373,Ubiquiti,UbiQuiti UniFi Dream Machine Pro Access Point,Ubiquiti UniFi Dream Machine WLAN Access Point NEU,Ubiquiti UniFi Dream Machine WLAN Access Point NEU,45,50,JA
0817882029698,Ubiquiti,Ubiquiti UniFi Switch USW Flex Mini - Switch - managed,Ubiquiti USW Netzwerk Switch NEU,Ubiquiti USW Netzwerk Switch NEU,54,32,JA
0810084691090,Ubiquiti,UbiQuiti WiFi U6-PLUS Access Point,Ubiquiti U6-PLUS WLAN Access Point NEU,Ubiquiti U6-PLUS WLAN Access Point NEU,34,38,JA
0810084690185,Ubiquiti,UbiQuiti UniFi Protect UVC-G5-BULLET - Netzwerk-Überwachungskamera,Ubiquiti UVC-G5-BULLET NEU,UbiQuiti UniFi Protect UVC-G5-BULLET - Netzwerk-Überwachungskamera,66,26,NEIN
810084695210,Ubiquiti,UbiQuiti Gateway Pro UniFi UXG-MAX,Ubiquiti UXG-MAX NEU,UbiQuiti Gateway Pro UniFi UXG-MAX,34,20,NEIN
0810084694572,Ubiquiti,UbiQuiti Pro-Max-16-PoE full managed Layer3   - Switch,Ubiquiti Netzwerk Switch PoE NEU,Ubiquiti Netzwerk Switch PoE NEU,54,32,JA
0810010074386,Ubiquiti,UbiQuiti UISP Professional - UISP-S-PRO - Switch - managed,Ubiquiti UISP Netzwerk Switch NEU,Ubiquiti UISP Netzwerk Switch NEU,58,33,JA
0810084698747,Ubiquiti,UbiQuiti U7-LITE - Access Point - WiFi 7 - Indoor,Ubiquiti U7-LITE WLAN Access Point Wi-Fi 7 NEU,Ubiquiti U7-LITE WLAN Access Point Wi-Fi 7 NEU,49,46,JA
0810177161929,Ubiquiti,UbiQuiti WiFi 7 Long-Range Access Point,Ubiquiti WiFi 7 Long-Range WLAN Access Point Wi-Fi NEU,Ubiquiti WiFi 7 Long-Range WLAN Access Point Wi-Fi NEU,39,54,JA
0810010079251,Ubiquiti,Ubiquiti UniFi UNAS Pro - NAS-Server - Rack - einbaufähig,Ubiquiti UNAS NEU,Ubiquiti UniFi UNAS Pro - NAS-Server - Rack - einbaufähig,57,17,NEIN
0810010074300,Ubiquiti,"Ubiquiti UniFi Express 7 - Gateway - Wi-Fi 7, 10GbE, 2.5GbE",Ubiquiti Wi-Fi 7 NEU,"Ubiquiti UniFi Express 7 - Gateway - Wi-Fi 7, 10GbE, 2.5GbE",59,20,NEIN
0810084696040,Ubiquiti,Ubiquiti UniFi Flex 2.5G - Switch - 5-Port - managed,Ubiquiti Netzwerk Switch 5-Port NEU,Ubiquiti Netzwerk Switch 5-Port NEU,52,35,JA
0810084698815,Ubiquiti,Ubiquiti UniFi Protect G6 - Netzwerk-Überwachungskamera - Turret,Ubiquiti G6 NEU,Ubiquiti UniFi Protect G6 - Netzwerk-Überwachungskamera - Turret,64,15,NEIN
810177165118,Ubiquiti,Ubiquiti UniFi U7 Pro XG Wall - Accesspoint,Ubiquiti U7 WLAN Access Point NEU,Ubiquiti U7 WLAN Access Point NEU,43,33,JA
4779051840175,Teltonika Networks,Teltonika RUT956 - Wireless Router,Teltonika Networks RUT956 WLAN Router kabellos NEU,Teltonika Networks RUT956 WLAN Router kabellos NEU,34,50,JA
4779051841332,Teltonika Networks,Teltonika RUT260 - Wireless Router,Teltonika Networks RUT260 WLAN Router kabellos NEU,Teltonika Networks RUT260 WLAN Router kabellos NEU,34,50,JA
4779051840830,Teltonika Networks,Teltonika RUT906 - Wireless Router,Teltonika Networks RUT906 WLAN Router kabellos NEU,Teltonika Networks RUT906 WLAN Router kabellos NEU,34,50,JA
4779051840540,Teltonika Networks,Teltonika RUTM50 - Wireless Router,Teltonika Networks RUTM50 WLAN Router kabellos NEU,Teltonika Networks RUTM50 WLAN Router kabellos NEU,34,50,JA
4779027312385,Teltonika Networks,Teletonika TRB142 - Gateway,Teltonika Networks TRB142 NEU,Teletonika TRB142 - Gateway,27,29,NEIN
4779051840137,Teltonika Networks,Teltonika TRB143 - Gateway,Teltonika Networks TRB143 NEU,Teltonika TRB143 - Gateway,26,29,NEIN
4779051840236,Teltonika Networks,Teltonika TRB500 - Gateway,Teltonika Networks TRB500 NEU,Teltonika TRB500 - Gateway,26,29,NEIN
4779051840113,Teltonika Networks,Teltonika TSW101 - Switch,Teltonika Networks TSW101 Netzwerk Switch NEU,Teltonika Networks TSW101 Netzwerk Switch NEU,25,45,JA
4779027312958,Teltonika Networks,Teltonika TSW110 - Switch,Teltonika Networks TSW110 Netzwerk Switch NEU,Teltonika Networks TSW110 Netzwerk Switch NEU,25,45,JA
4779051840298,Teltonika Networks,Teltonika TSW114 - Switch,Teltonika Networks TSW114 Netzwerk Switch NEU,Teltonika Networks TSW114 Netzwerk Switch NEU,25,45,JA
4779027312774,Teltonika Networks,Teltonika TRM240 - Modem,Teltonika Networks TRM240 DSL Modem NEU,Teltonika Networks TRM240 DSL Modem NEU,24,39,JA
4779051840465,Teltonika Networks,Teltonika RUTM08 - Router 3-Port-Switch,Teltonika Networks RUTM08 Netzwerk Switch 3-Port NEU,Teltonika Networks RUTM08 Netzwerk Switch 3-Port NEU,39,52,JA
4779051842933,Teltonika Networks,Teltonika OTD500 - Wireless Router,Teltonika Networks OTD500 WLAN Router kabellos NEU,Teltonika Networks OTD500 WLAN Router kabellos NEU,34,50,JA
4779051840700,Teltonika Networks,Teltonika RUT140 - Wireless Router,Teltonika Networks RUT140 WLAN Router kabellos NEU,Teltonika Networks RUT140 WLAN Router kabellos NEU,34,50,JA
4779051840724,Teltonika Networks,Teltonika RUT142 - Wireless Router,Teltonika Networks RUT142 WLAN Router kabellos NEU,Teltonika Networks RUT142 WLAN Router kabellos NEU,34,50,JA
4779051845231,Teltonika Networks,Teltonika RUTM56 - Wireless Router,Teltonika Networks RUTM56 WLAN Router kabellos NEU,Teltonika Networks RUTM56 WLAN Router kabellos NEU,34,50,JA
4779051841455,Teltonika Networks,Teltonika TRM500 - Wireless Router,Teltonika Networks TRM500 WLAN Router kabellos NEU,Teltonika Networks TRM500 WLAN Router kabellos NEU,34,50,JA
4779051841851,Teltonika Networks,Teltonika TRB256 - Gateway,Teltonika Networks TRB256 NEU,Teltonika TRB256 - Gateway,26,29,NEIN
4779051841844,Teltonika Networks,Teltonika TRB246 - Gateway,Teltonika Networks TRB246 NEU,Teltonika TRB246 - Gateway,26,29,NEIN
850047123503,Chipolo,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (White),Chipolo POP NEU,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (White),97,15,NEIN
850047123510,Chipolo,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Yellow),Chipolo POP NEU,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Yellow),98,15,NEIN
850047123527,Chipolo,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Red),Chipolo POP NEU,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Red),95,15,NEIN
850047123534,Chipolo,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Blue),Chipolo POP NEU,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Blue),96,15,NEIN
850047123541,Chipolo,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Green),Chipolo POP NEU,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Green),97,15,NEIN
850047123558,Chipolo,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Black),Chipolo POP NEU,Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Black),97,15,NEIN
850047123565,Chipolo,Chipolo POP 4 Pack -Tracking tag compatible with Apple Find My on iPhone or Find Hub  (Black),Chipolo POP 4 NEU,Chipolo POP 4 Pack -Tracking tag compatible with Apple Find My on iPhone or Find Hub  (Black),93,17,NEIN
850047123787,Chipolo,"Chipolo POP 4 Pack -Tracking tag compatible with Apple Find My on iPhone (Red, Blue, Yellow, Green)",Chipolo POP 4 NEU,"Chipolo POP 4 Pack -Tracking tag compatible with Apple Find My on iPhone (Red, Blue, Yellow, Green)",99,17,NEIN
850070419246,Chipolo,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone  (Chalk),Chipolo LOOP NEU,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone  (Chalk),89,16,NEIN
850070419253,Chipolo,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone  (Honey),Chipolo LOOP NEU,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone  (Honey),89,16,NEIN
850070419260,Chipolo,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone (Coral),Chipolo LOOP NEU,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone (Coral),88,16,NEIN
850070419277,Chipolo,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone or Find Hub (Navy),Chipolo LOOP NEU,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone or Find Hub (Navy),99,16,NEIN
850070419284,Chipolo,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone or Find Hub  (Mint),Chipolo LOOP NEU,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone or Find Hub  (Mint),100,16,NEIN
850070419291,Chipolo,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone  (Charcoal),Chipolo LOOP NEU,Chipolo LOOP – Rechargeable tracking tag compatible with Apple Find My on iPhone  (Charcoal),92,16,NEIN
850070419307,Chipolo,Chipolo LOOP 4 Pack – Rechargeable tracking tag compatible with Apple Find My on iPhone  (Charcoal),Chipolo LOOP 4 NEU,Chipolo LOOP 4 Pack – Rechargeable tracking tag compatible with Apple Find My on iPhone  (Charcoal),99,18,NEIN
850070419314,Chipolo,"Chipolo LOOP 4 Pack – Rechargeable tracking tag (Charcoal, Chalk, Navy, Coral)",Chipolo LOOP 4 NEU,"Chipolo LOOP 4 Pack – Rechargeable tracking tag (Charcoal, Chalk, Navy, Coral)",78,18,NEIN
850070419321,Chipolo,Chipolo CARD – Rechargeable tracking card compatible with Apple Find My on iPhone (Charcoal),Chipolo CARD NEU,Chipolo CARD – Rechargeable tracking card compatible with Apple Find My on iPhone (Charcoal),92,16,NEIN
850070419338,Chipolo,Chipolo LOOP & CARD Bundle – Rechargeable trackers compatible with Apple Find My on iPhone,Chipolo LOOP NEU,Chipolo LOOP & CARD Bundle – Rechargeable trackers compatible with Apple Find My on iPhone,90,16,NEIN
8885022190166,Anthbot,ANTHBOT Battery 5000mAh,Anthbot Battery 5000mAh NEU,ANTHBOT Battery 5000mAh,23,27,NEIN
0730143312042,Advanced Micro Devices,AMD Ryzen 5 5600X BOX | 100-100000065BOX,Advanced Micro Devices AMD Prozessor CPU NEU,Advanced Micro Devices AMD Prozessor CPU NEU,40,44,JA
730143314428,Advanced Micro Devices,AMD Ryzen 7 7700X BOX | 100-100000591WOF,Advanced Micro Devices AMD Prozessor CPU NEU,Advanced Micro Devices AMD Prozessor CPU NEU,40,44,JA
5032037258715,Intel,"Intel Cpu Core i7-13700KF, box",Intel Prozessor CPU NEU,"Intel Cpu Core i7-13700KF, box",30,23,NEIN
5059902133663,Intel,"Intel Cpu Core 7-14700, tray | CM8071504820817",Intel CM8071504820817 Prozessor CPU NEU,Intel CM8071504820817 Prozessor CPU NEU,46,39,JA
5032037279130,Intel,"Intel Cpu Core i5-14400, box | BX8071514400",Intel BX8071514400 Prozessor CPU NEU,Intel BX8071514400 Prozessor CPU NEU,43,36,JA
5032037281980,Intel,"Intel Cpu Ultra 7 265KF, box | BX80768265KF",Intel BX80768265KF Prozessor CPU NEU,Intel BX80768265KF Prozessor CPU NEU,43,36,JA
5032037282390,Intel,"Intel Cpu Ultra 9 285, box | BX80768285",Intel BX80768285 Prozessor CPU NEU,Intel BX80768285 Prozessor CPU NEU,39,34,JA
6972822120706,Enabot,Enabot ROLA PetPal Leckerlie Modul,Enabot ROLA NEU,Enabot ROLA PetPal Leckerlie Modul,34,15,NEIN
6975849060284,HOOKII,HOOKII Neomow X Series up to 1500m²,HOOKII NEU,HOOKII Neomow X Series up to 1500m²,35,10,NEIN
6975849060277,HOOKII,HOOKII Neomow X Series up to 3000m²,HOOKII NEU,HOOKII Neomow X Series up to 3000m²,35,10,NEIN
6975849060116,HOOKII,HOOKII Neomow X Series up to 4000m²,HOOKII NEU,HOOKII Neomow X Series up to 4000m²,35,10,NEIN
6975849060123,HOOKII,HOOKII Neomow X Series up to 6000m²,HOOKII NEU,HOOKII Neomow X Series up to 6000m²,35,10,NEIN
6975849061229,HOOKII,HOOKII Neomow Canopy Garage,HOOKII Neomow Canopy Garage NEU,HOOKII Neomow Canopy Garage NEU,27,31,JA
0763649150474,Seagate,Seagate ST10000VE001 SkyHawk AI / 10TB,Seagate ST10000VE001 10TB NEU,Seagate ST10000VE001 S 10TB NEU,38,29,NEIN
8719706022859,Seagate,Seagate IronWolf ST10000VN000 / 10TB,Seagate ST10000VN000 10TB NEU,Seagate IronWolf ST10000VN000 / 10TB,36,29,NEIN
8719706022095,Seagate,"Seagate Exos 7E10 / ST6000NM019B / 6TB / 3,5""",Seagate E10 6TB NEU,"Seagate Exos 7E10 / ST6000NM019B / 6TB / 3,5""",45,19,NEIN
4260557511664,Toshiba,"Toshiba MG09ACA18TE / 18TB / 3.5""",Toshiba MG09ACA18TE 18TB NEU,"Toshiba MG09ACA18TE / 18TB / 3.5""",33,28,NEIN
4260557512487,Toshiba,"Toshiba MG10ACA20TE / 20TB / 3.5""",Toshiba MG10ACA20TE 20TB NEU,"Toshiba MG10ACA20TE / 20TB / 3.5""",33,28,NEIN
4260557512777,Toshiba,"Toshiba N300 High-Rel. 3,5"" Hard Drive 10TB",Toshiba N300 10TB NEU,"Toshiba N300 High-Rel. 3,5"" Hard Drive 10TB",43,21,NEIN
4260557512920,Toshiba,"Toshiba N300 High-Rel. 3,5"" Hard Drive 12TB Gold",Toshiba N300 12TB NEU,"Toshiba N300 High-Rel. 3,5"" Hard Drive 12TB Gold",48,21,NEIN
4260557512968,Toshiba,"Toshiba N300 High-Rel. 3,5"" Hard Drive 4TB Gold",Toshiba N300 4TB NEU,"Toshiba N300 High-Rel. 3,5"" Hard Drive 4TB Gold",47,20,NEIN
4260557512951,Toshiba,"Toshiba N300 High-Rel. 3,5"" Hard Drive 6TB Gold",Toshiba N300 6TB NEU,"Toshiba N300 High-Rel. 3,5"" Hard Drive 6TB Gold",47,20,NEIN
4260557512739,Toshiba,"Toshiba S300 Pro Surveillance 3,5"" 8TB Green",Toshiba S300 8TB NEU,"Toshiba S300 Pro Surveillance 3,5"" 8TB Green",44,20,NEIN
4260557513484,Toshiba,"Toshiba MG11ACA20TE-V / 20 TB/ 7200 RPM / 3.5""",Toshiba MG11ACA20TE-V 20TB NEU,Toshiba MG11ACA20TE-V 20TB NEU,46,30,JA
4260557513491,Toshiba,"Toshiba MG11ACA24TE-V / 24 TB/ 7200 RPM / 3.5""",Toshiba MG11ACA24TE-V 24TB NEU,Toshiba MG11ACA24TE-V 24TB NEU,46,30,JA
4260557513613,Toshiba,"Toshiba MG11ACA22TE /22 TB / 7200 RPM / 3.5""",Toshiba MG11ACA22TE 22TB NEU,"Toshiba MG11ACA22TE /22 TB / 7200 RPM / 3.5""",44,28,NEIN
4260557513606,Toshiba,"Toshiba MG11 Series MG11ACA20TE / Festplatte / 20 TB / intern / 3.5""",Toshiba MG11 Festplatte HDD 20TB NEU,Toshiba MG11 Festplatte HDD 20TB NEU,68,36,JA
718037896748,Western Digital,Western Digital WD8002PURP / 8TB purple pro,Western Digital WD8002PURP 8TB NEU,Western Digital WD8002PURP 8TB NEU,43,34,JA
718037905761,Western Digital,Western Digital WD40EZZX / 4TB,Western Digital WD40EZZX 4TB NEU,Western Digital WD40EZZX 4TB NEU,30,32,JA
0718037905464,Western Digital,Western Digital WD241KFGX / 24 TB/ Red Pro,Western Digital WD241KFGX 24TB NEU,Western Digital WD241KFGX 24TB NEU,42,34,JA
4260557511220,Toshiba,Toshiba Canvio Advance 4TB black,Toshiba 4TB NEU,Toshiba Canvio Advance 4TB black,32,15,NEIN
4260557512340,Toshiba,"Toshiba Can. Basics 1TB black 2,5"" USB3.2",Toshiba USB3 1TB USB 3.2 NEU,"Toshiba Can. Basics 1TB black 2,5"" USB3.2",41,28,NEIN
0718037869438,Western Digital,Western Digital My Passport 4TB Black,Western Digital 4TB NEU,Western Digital My Passport 4TB Black,37,23,NEIN
0718037868448,Western Digital,Western Digital My Passport 5TB Black,Western Digital 5TB NEU,Western Digital My Passport 5TB Black,37,23,NEIN
4210201434832,Braun,Braun Oral-B iO Ultimative Reinigung Aufsteckbürsten schwarz (8 Stk.),Braun NEU,Braun Oral-B iO Ultimative Reinigung Aufsteckbürsten schwarz (8 Stk.),69,9,NEIN
3030050165371,BaByliss,BaByliss Super-X Metal Professioneller Haarschneider,BaByliss NEU,BaByliss Super-X Metal Professioneller Haarschneider,52,12,NEIN
3030050165388,BaByliss,BaByliss Super-X 15-in-1-Multi-Trimmer,BaByliss NEU,BaByliss Super-X 15-in-1-Multi-Trimmer,38,12,NEIN
3030050192995,BaByliss,Babyliss Black Onyx Glätteisen,BaByliss NEU,Babyliss Black Onyx Glätteisen,30,12,NEIN
3030050193022,BaByliss,Babyliss Inspired Glätteisen,BaByliss Inspired Glätteisen NEU,BaByliss Inspired Glätteisen NEU,28,32,JA
3030050190915,BaByliss,Babyliss Air Volume,BaByliss Air Volume NEU,Babyliss Air Volume,19,23,NEIN
3030050153200,BaByliss,"BaByliss E756E Power Haarschneider - Schwarz, 0,5 mm, 2,5 cm",BaByliss E756E NEU,"BaByliss E756E Power Haarschneider - Schwarz, 0,5 mm, 2,5 cm",60,18,NEIN
3030050188042,BaByliss,BaByliss D374DE Cordkeeper 2000 Haartrockner,BaByliss D374DE NEU,BaByliss D374DE Cordkeeper 2000 Haartrockner,44,19,NEIN
6970229251702,Beurer,Beurer TL 30 - Dekorationsleuchte - LED,Beurer TL 30 NEU,Beurer TL 30 - Dekorationsleuchte - LED,39,16,NEIN
4211125601423,Beurer,Beurer Inhalator IH 57 weiss/grau,Beurer IH 57 NEU,Beurer Inhalator IH 57 weiss/grau,33,16,NEIN
4211125103507,Beurer,Beurer BM 48 - Oberarm Blutdruckmessgerät,Beurer BM 48 NEU,Beurer BM 48 - Oberarm Blutdruckmessgerät,41,16,NEIN
